Id,Predicted
6044,0.11642824104845861
6052,0.10769570539564377
6054,0.21932507756248154
6055,0.13587836800664455
6059,0.20995246183830008
6075,0.665918392584226
6076,0.09307321188082529
6078,0.08589553853900733
6083,0.12036521340153106
6088,0.17770882298004786
6095,0.10975196977830282
6097,0.12515280265820838
6104,0.09935461175599603
6113,0.16563731565918183
6118,0.10919772716628828
6136,0.1276224712895757
6142,0.1446436392738124
6147,0.09956243407984366
6168,0.09880926106537358
6173,0.13211214412942507
6196,0.08992938058807765
6207,0.09692668637178914
6215,0.0942314815655454
6234,0.07590496257606694
6235,0.1302005261829704
6237,0.6265050806662479
6239,0.17284807585211637
6242,0.14254105721025057
6249,0.2247150596431251
6254,0.11752507263005985
6255,0.44076003516042805
6278,0.1414919898738154
6310,0.08818883804785038
6312,0.19845021871163404
6313,0.09201984163097776
6320,0.14607422107611845
6321,0.09651145953156615
6322,0.09142657288871558
6338,0.1021127949637316
6346,0.08754743309895807
6350,0.11811686542129851
6353,0.09360823194131995
6355,0.2102318030263023
6357,0.09836102678408665
6377,0.09313855595297826
6386,0.15395044904751876
6399,0.14751692524915727
6402,0.1016107094356613
6415,0.23077088300587945
6435,0.13535466739966762
6436,0.1947186391567437
6437,0.18551803217478968
6442,0.21387034103602465
6450,0.09055466622372843
6464,0.09896702865829865
6468,0.11365035233735965
6469,0.1016982430546205
6470,0.1026008666154895
6486,0.13356502207019938
6490,0.15242751419170586
6495,0.12222431033801495
6502,0.08892547325080358
6508,0.1198072853437151
6534,0.37819330761279113
6539,0.13177538851429416
6541,0.12346399965954424
6544,0.08397528835116808
6552,0.10297609662068918
6553,0.09586468434930318
6554,0.1513915310684435
6562,0.08901960232752892
6568,0.11993722350153635
6569,0.13040509595949135
6571,0.09646807115735856
6574,0.1268222036099882
6605,0.20872199380825773
6607,0.10475984414753714
6612,0.2522484167833159
6621,0.09868947823845242
6625,0.14415091663464963
6632,0.08619385625615872
6633,0.1161119889074177
6641,0.1053256334007272
6643,0.08061056422845503
6655,0.18351792133168676
6660,0.10244689023154263
6665,0.09715189678024683
6675,0.10073545508755999
6677,0.1680806181833978
6682,0.48071700192232714
6688,0.16245895504708485
6695,0.10790660762384796
6705,0.0828210869217526
6727,0.17634860007750663
6730,0.15155309095294944
6746,0.135958490889726
6748,0.21255450308651835
6753,0.1472555775020863
6755,0.18028163245676998
6758,0.17621330736492336
6763,0.18248504095267426
6766,0.10244098499488696
6790,0.19323394646023195
6791,0.2044926888146319
6793,0.12495352196344478
6819,0.12209531363230952
6821,0.18752807938341987
6824,0.6186598150102531
6851,0.639931606599202
6852,0.1609058499184246
6855,0.16519451066407853
6856,0.24384480314950607
6857,0.09627468110723869
6859,0.19523082809513803
6861,0.08994216251778275
6866,0.10686367832704768
6868,0.12393502842238158
6871,0.12546987592821324
6872,0.20253958888781842
6875,0.10045299812898845
6877,0.10879274406132078
6878,0.13698628598379314
6887,0.23686692837003565
6908,0.24841284898448746
6913,0.08588142449257852
6922,0.23856427882544662
6923,0.11181074176848815
6926,0.1366956253971262
6932,0.10653273038056055
6934,0.6260345868123844
6938,0.14255135997535529
6942,0.13851182566606302
6948,0.1174369792415223
6956,0.14448184103380812
6959,0.570199684740569
6962,0.11340019851118077
6969,0.11016760556448235
6970,0.2596878579438201
6984,0.2022370352940005
7001,0.09177749112614908
7035,0.12289909878307581
7037,0.10857600118652189
7046,0.45146595044836024
7049,0.1736242806634174
7050,0.12118951405244494
7051,0.08874610593332477
7067,0.08607449974134418
7072,0.10702941910888486
7085,0.1244163224889886
7087,0.11087406469529715
7088,0.11042812169283367
7091,0.11804345935844895
7096,0.09680646370249879
7100,0.0897006227028384
7110,0.2211986527611115
7115,0.24807466633912456
7119,0.16891739897131308
7122,0.5787190910777411
7129,0.10515879687717078
7139,0.12203595594166805
7147,0.12932970903887564
7151,0.12388105028506302
7164,0.10552676362404712
7167,0.14832838980256846
7168,0.08720149878365646
7171,0.0977672463009539
7172,0.08475476161326301
7181,0.16760015462053401
7187,0.09647663933060657
7195,0.20336461702557118
7199,0.10845421080021123
7200,0.14437370099401736
7201,0.14512346482746308
7202,0.11054438657758536
7209,0.2834898927476367
7219,0.13525451742247185
7221,0.19196822205843533
7230,0.1094165990331929
7242,0.20866181645697324
7250,0.08535391378540158
7253,0.13032658355375515
7255,0.11680111420487083
7264,0.09207232641102703
7277,0.11327878158558624
7279,0.12165214603394381
7286,0.31518855597039663
7292,0.16549875695122596
7294,0.08617408746919097
7295,0.16746648468781977
